File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
E:\LiberoProjects\HSM\HSM\mbedtls\library\dhm.c,"mbedtls_dhm_read_params( mbedtls_dhm_context *ctx, unsigned char **p, const unsigned char *end )",14,10,6,5,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\dhm.c,"mbedtls_dhm_make_params( mbedtls_dhm_context *ctx, int x_size, unsigned char *output, size_t *olen, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",59,36,24,11,14,0,9,26,
E:\LiberoProjects\HSM\HSM\mbedtls\library\dhm.c,"mbedtls_dhm_read_public( mbedtls_dhm_context *ctx, const unsigned char *input, size_t ilen )",10,7,5,5,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\dhm.c,"mbedtls_dhm_make_public( mbedtls_dhm_context *ctx, int x_size, unsigned char *output, size_t olen, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",38,24,14,13,11,0,3,11,
E:\LiberoProjects\HSM\HSM\mbedtls\library\dhm.c,"dhm_update_blinding( mbedtls_dhm_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",55,31,22,9,11,0,13,66,
E:\LiberoProjects\HSM\HSM\mbedtls\library\dhm.c,"mbedtls_dhm_calc_secret( mbedtls_dhm_context *ctx, unsigned char *output, size_t output_size, size_t *olen, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",44,30,20,9,11,0,3,12,
E:\LiberoProjects\HSM\HSM\mbedtls\library\dhm.c,mbedtls_dhm_free( mbedtls_dhm_context *ctx ),7,6,6,0,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\dhm.c,"mbedtls_dhm_parse_dhm( mbedtls_dhm_context *dhm, const unsigned char *dhmin, size_t dhminlen )",90,65,37,9,12,1,13,51,
E:\LiberoProjects\HSM\HSM\mbedtls\library\dhm.c,"load_file( const char *path, unsigned char **buf, size_t *n )",39,30,21,10,9,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\dhm.c,"mbedtls_dhm_parse_dhmfile( mbedtls_dhm_context *dhm, const char *path )",14,10,9,3,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\dhm.c,mbedtls_dhm_self_test( int verbose ),27,20,12,5,7,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdh.c,"mbedtls_ecdh_gen_public( mbedtls_ecp_group *grp, mbedtls_mpi *d, mbedtls_ecp_point *Q, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdh.c,"mbedtls_ecdh_compute_shared( mbedtls_ecp_group *grp, mbedtls_mpi *z, const mbedtls_ecp_point *Q, const mbedtls_mpi *d, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",25,15,12,2,7,0,3,12,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdh.c,mbedtls_ecdh_init( mbedtls_ecdh_context *ctx ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdh.c,mbedtls_ecdh_free( mbedtls_ecdh_context *ctx ),12,11,10,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdh.c,"mbedtls_ecdh_make_params( mbedtls_ecdh_context *ctx, size_t *olen, unsigned char *buf, size_t blen, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",24,18,11,9,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdh.c,"mbedtls_ecdh_read_params( mbedtls_ecdh_context *ctx, const unsigned char **buf, const unsigned char *end )",11,8,5,5,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdh.c,"mbedtls_ecdh_get_params( mbedtls_ecdh_context *ctx, const mbedtls_ecp_keypair *key, mbedtls_ecdh_side side )",19,12,7,9,5,0,2,23,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdh.c,"mbedtls_ecdh_make_public( mbedtls_ecdh_context *ctx, size_t *olen, unsigned char *buf, size_t blen, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",12,9,5,5,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdh.c,"mbedtls_ecdh_read_public( mbedtls_ecdh_context *ctx, const unsigned char *buf, size_t blen )",14,10,7,7,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdh.c,"mbedtls_ecdh_calc_secret( mbedtls_ecdh_context *ctx, size_t *olen, unsigned char *buf, size_t blen, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",17,13,8,7,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdsa.c,"derive_mpi( const mbedtls_ecp_group *grp, mbedtls_mpi *x, const unsigned char *buf, size_t blen )",15,11,8,3,3,0,1,7,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdsa.c,"mbedtls_ecdsa_sign( mbedtls_ecp_group *grp, mbedtls_mpi *r, mbedtls_mpi *s, const mbedtls_mpi *d, const unsigned char *buf, size_t blen, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",80,53,39,10,11,0,16,84,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdsa.c,"mbedtls_ecdsa_sign_det( mbedtls_ecp_group *grp, mbedtls_mpi *r, mbedtls_mpi *s, const mbedtls_mpi *d, const unsigned char *buf, size_t blen, mbedtls_md_type_t md_alg )",28,21,18,3,6,0,1,11,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdsa.c,"mbedtls_ecdsa_verify( mbedtls_ecp_group *grp, const unsigned char *buf, size_t blen, const mbedtls_ecp_point *Q, const mbedtls_mpi *r, const mbedtls_mpi *s)",77,37,28,6,14,0,26,127,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdsa.c,"ecdsa_signature_to_asn1( const mbedtls_mpi *r, const mbedtls_mpi *s, unsigned char *sig, size_t *slen )",17,13,12,1,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdsa.c,"mbedtls_ecdsa_write_signature( mbedtls_ecdsa_context *ctx, mbedtls_md_type_t md_alg, const unsigned char *hash, size_t hlen, unsigned char *sig, size_t *slen, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",27,20,14,1,7,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdsa.c,"mbedtls_ecdsa_write_signature_det( mbedtls_ecdsa_context *ctx, const unsigned char *hash, size_t hlen, unsigned char *sig, size_t *slen, mbedtls_md_type_t md_alg )",3,3,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdsa.c,"mbedtls_ecdsa_read_signature( mbedtls_ecdsa_context *ctx, const unsigned char *hash, size_t hlen, const unsigned char *sig, size_t slen )",43,35,22,6,8,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdsa.c,"mbedtls_ecdsa_genkey( mbedtls_ecdsa_context *ctx, mbedtls_ecp_group_id gid, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",3,3,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdsa.c,"mbedtls_ecdsa_from_keypair( mbedtls_ecdsa_context *ctx, const mbedtls_ecp_keypair *key )",11,9,5,2,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdsa.c,mbedtls_ecdsa_init( mbedtls_ecdsa_context *ctx ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecdsa.c,mbedtls_ecdsa_free( mbedtls_ecdsa_context *ctx ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,mbedtls_ecjpake_init( mbedtls_ecjpake_context *ctx ),17,14,13,1,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,mbedtls_ecjpake_free( mbedtls_ecjpake_context *ctx ),16,13,12,1,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"mbedtls_ecjpake_setup( mbedtls_ecjpake_context *ctx, mbedtls_ecjpake_role role, mbedtls_md_type_t hash, mbedtls_ecp_group_id curve, const unsigned char *secret, size_t len )",17,11,8,4,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,mbedtls_ecjpake_check( const mbedtls_ecjpake_context *ctx ),9,8,4,3,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"ecjpake_write_len_point( unsigned char **p, const unsigned char *end, const mbedtls_ecp_group *grp, const int pf, const mbedtls_ecp_point *P )",21,15,12,5,5,0,1,11,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"ecjpake_hash( const mbedtls_md_info_t *md_info, const mbedtls_ecp_group *grp, const int pf, const mbedtls_ecp_point *G, const mbedtls_ecp_point *V, const mbedtls_ecp_point *X, const char *id, mbedtls_mpi *h )",37,26,22,5,8,0,3,17,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"ecjpake_zkp_read( const mbedtls_md_info_t *md_info, const mbedtls_ecp_group *grp, const int pf, const mbedtls_ecp_point *G, const mbedtls_ecp_point *X, const char *id, const unsigned char **p, const unsigned char *end )",59,39,30,6,11,0,9,16,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"ecjpake_zkp_write( const mbedtls_md_info_t *md_info, const mbedtls_ecp_group *grp, const int pf, const mbedtls_ecp_point *G, const mbedtls_mpi *x, const mbedtls_ecp_point *X, const char *id, unsigned char **p, const unsigned char *end, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",44,34,28,4,8,6,2,26,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"ecjpake_kkp_read( const mbedtls_md_info_t *md_info, const mbedtls_ecp_group *grp, const int pf, const mbedtls_ecp_point *G, mbedtls_ecp_point *X, const char *id, const unsigned char **p, const unsigned char *end )",23,13,9,4,4,0,6,13,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"ecjpake_kkp_write( const mbedtls_md_info_t *md_info, const mbedtls_ecp_group *grp, const int pf, const mbedtls_ecp_point *G, mbedtls_mpi *x, mbedtls_ecp_point *X, const char *id, unsigned char **p, const unsigned char *end, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",20,14,9,3,4,0,2,13,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"ecjpake_kkpp_read( const mbedtls_md_info_t *md_info, const mbedtls_ecp_group *grp, const int pf, const mbedtls_ecp_point *G, mbedtls_ecp_point *Xa, mbedtls_ecp_point *Xb, const char *id, const unsigned char *buf, size_t len )",18,10,8,2,3,0,5,10,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"ecjpake_kkpp_write( const mbedtls_md_info_t *md_info, const mbedtls_ecp_group *grp, const int pf, const mbedtls_ecp_point *G, mbedtls_mpi *xm1, mbedtls_ecp_point *Xa, mbedtls_mpi *xm2, mbedtls_ecp_point *Xb, const char *id, unsigned char *buf, size_t len, size_t *olen, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",14,11,8,1,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"mbedtls_ecjpake_read_round_one( mbedtls_ecjpake_context *ctx, const unsigned char *buf, size_t len )",5,5,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"mbedtls_ecjpake_write_round_one( mbedtls_ecjpake_context *ctx, unsigned char *buf, size_t len, size_t *olen, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",5,5,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"ecjpake_ecp_add3( mbedtls_ecp_group *grp, mbedtls_ecp_point *R, const mbedtls_ecp_point *A, const mbedtls_ecp_point *B, const mbedtls_ecp_point *C )",14,10,9,1,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"mbedtls_ecjpake_read_round_two( mbedtls_ecjpake_context *ctx, const unsigned char *buf, size_t len )",50,31,21,4,7,1,12,69,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"ecjpake_mul_secret( mbedtls_mpi *R, int sign, const mbedtls_mpi *X, const mbedtls_mpi *S, const mbedtls_mpi *N, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",20,13,12,1,5,1,2,27,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"mbedtls_ecjpake_write_round_two( mbedtls_ecjpake_context *ctx, unsigned char *buf, size_t len, size_t *olen, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",68,45,31,4,8,3,15,115,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"mbedtls_ecjpake_derive_secret( mbedtls_ecjpake_context *ctx, unsigned char *buf, size_t len, size_t *olen, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",41,28,22,3,7,0,6,52,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,mbedtls_ecjpake_self_test( int verbose ),3,3,3,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"ecjpake_test_load( mbedtls_ecjpake_context *ctx, const unsigned char *xm1, size_t len1, const unsigned char *xm2, size_t len2 )",12,10,7,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,"ecjpake_lgc( void *p, unsigned char *out, size_t len )",14,12,10,2,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecjpake.c,mbedtls_ecjpake_self_test( int verbose ),126,85,48,10,36,1,5,33,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_zeroize( void *v, size_t n )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,mbedtls_ecp_curve_list( void ),2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,mbedtls_ecp_grp_id_list( void ),20,16,12,3,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,mbedtls_ecp_curve_info_from_grp_id( mbedtls_ecp_group_id grp_id ),12,10,7,4,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,mbedtls_ecp_curve_info_from_tls_id( uint16_t tls_id ),12,10,7,4,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,mbedtls_ecp_curve_info_from_name( const char *name ),12,10,7,4,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,ecp_get_type( const mbedtls_ecp_group *grp ),8,7,4,5,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,mbedtls_ecp_point_init( mbedtls_ecp_point *pt ),7,6,5,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,mbedtls_ecp_group_init( mbedtls_ecp_group *grp ),5,4,3,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,mbedtls_ecp_keypair_init( mbedtls_ecp_keypair *key ),7,6,5,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,mbedtls_ecp_point_free( mbedtls_ecp_point *pt ),7,6,5,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,mbedtls_ecp_group_free( mbedtls_ecp_group *grp ),23,19,13,4,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,mbedtls_ecp_keypair_free( mbedtls_ecp_keypair *key ),7,6,5,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_copy( mbedtls_ecp_point *P, const mbedtls_ecp_point *Q )",9,7,6,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_group_copy( mbedtls_ecp_group *dst, const mbedtls_ecp_group *src )",2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,mbedtls_ecp_set_zero( mbedtls_ecp_point *pt ),9,7,6,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,mbedtls_ecp_is_zero( mbedtls_ecp_point *pt ),2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_point_cmp( const mbedtls_ecp_point *P, const mbedtls_ecp_point *Q )",9,8,4,3,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_point_read_string( mbedtls_ecp_point *P, int radix, const char *x, const char *y )",9,7,6,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_point_write_binary( const mbedtls_ecp_group *grp, const mbedtls_ecp_point *P, int format, size_t *olen, unsigned char *buf, size_t buflen )",48,34,22,12,11,0,3,7,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_point_read_binary( const mbedtls_ecp_group *grp, mbedtls_ecp_point *pt, const unsigned char *buf, size_t ilen )",29,22,14,11,7,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_tls_read_point( const mbedtls_ecp_group *grp, mbedtls_ecp_point *pt, const unsigned char **buf, size_t buf_len )",21,11,9,5,4,0,6,27,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_tls_write_point( const mbedtls_ecp_group *grp, const mbedtls_ecp_point *pt, int format, size_t *olen, unsigned char *buf, size_t blen )",20,10,7,5,4,0,6,25,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_tls_read_group( mbedtls_ecp_group *grp, const unsigned char **buf, size_t len )",27,13,10,7,5,0,9,29,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_tls_write_group( const mbedtls_ecp_group *grp, size_t *olen, unsigned char *buf, size_t blen )",25,11,9,5,5,0,9,28,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_modp( mbedtls_mpi *N, const mbedtls_ecp_group *grp )",25,16,9,7,6,0,3,42,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_normalize_jac( const mbedtls_ecp_group *grp, mbedtls_ecp_point *pt )",32,15,13,3,8,0,9,23,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_normalize_jac_many( const mbedtls_ecp_group *grp, mbedtls_ecp_point *T[], size_t t_len )",73,42,30,11,12,0,19,91,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_safe_invert_jac( const mbedtls_ecp_group *grp, mbedtls_ecp_point *Q, unsigned char inv )",16,11,10,1,4,0,1,16,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_double_jac( const mbedtls_ecp_group *grp, mbedtls_ecp_point *R, const mbedtls_ecp_point *P )",69,47,38,3,12,0,10,59,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_add_mixed( const mbedtls_ecp_group *grp, mbedtls_ecp_point *R, const mbedtls_ecp_point *P, const mbedtls_ecp_point *Q )",131,92,65,26,23,0,16,74,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_randomize_jac( const mbedtls_ecp_group *grp, mbedtls_ecp_point *pt, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",36,23,18,5,9,0,4,28,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_comb_fixed( unsigned char x[], size_t d, unsigned char w, const mbedtls_mpi *m )",26,18,14,3,4,0,4,33,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_precompute_comb( const mbedtls_ecp_group *grp, mbedtls_ecp_point T[], const mbedtls_ecp_point *P, unsigned char w, size_t d )",44,29,21,5,7,0,8,46,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_select_comb( const mbedtls_ecp_group *grp, mbedtls_ecp_point *R, const mbedtls_ecp_point T[], unsigned char t_len, unsigned char i )",19,12,9,2,4,0,3,26,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_mul_comb_core( const mbedtls_ecp_group *grp, mbedtls_ecp_point *R, const mbedtls_ecp_point T[], unsigned char t_len, const unsigned char x[], size_t d, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",25,19,15,3,5,0,1,10,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_mul_comb( mbedtls_ecp_group *grp, mbedtls_ecp_point *R, const mbedtls_mpi *m, const mbedtls_ecp_point *P, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",110,62,43,12,18,0,30,210,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_normalize_mxz( const mbedtls_ecp_group *grp, mbedtls_ecp_point *P )",9,7,6,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_randomize_mxz( const mbedtls_ecp_group *grp, mbedtls_ecp_point *P, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",28,20,15,5,7,0,1,10,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_double_add_mxz( const mbedtls_ecp_group *grp, mbedtls_ecp_point *R, mbedtls_ecp_point *S, const mbedtls_ecp_point *P, const mbedtls_ecp_point *Q, const mbedtls_mpi *d )",33,29,28,1,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_mul_mxz( mbedtls_ecp_group *grp, mbedtls_ecp_point *R, const mbedtls_mpi *m, const mbedtls_ecp_point *P, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",50,29,25,3,9,1,12,106,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_mul( mbedtls_ecp_group *grp, mbedtls_ecp_point *R, const mbedtls_mpi *m, const mbedtls_ecp_point *P, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",80,60,33,25,10,3,10,47,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_check_pubkey_sw( const mbedtls_ecp_group *grp, const mbedtls_ecp_point *pt )",41,26,16,5,9,0,6,37,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_mul_shortcuts( mbedtls_ecp_group *grp, mbedtls_ecp_point *R, const mbedtls_mpi *m, const mbedtls_ecp_point *P )",20,18,10,3,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_muladd( mbedtls_ecp_group *grp, mbedtls_ecp_point *R, const mbedtls_mpi *m, const mbedtls_ecp_point *P, const mbedtls_mpi *n, const mbedtls_ecp_point *Q )",19,13,11,3,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"ecp_check_pubkey_mx( const mbedtls_ecp_group *grp, const mbedtls_ecp_point *pt )",6,4,3,3,1,0,1,13,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_check_pubkey( const mbedtls_ecp_group *grp, const mbedtls_ecp_point *pt )",14,12,5,7,1,0,1,5,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_check_privkey( const mbedtls_ecp_group *grp, const mbedtls_mpi *d )",27,24,8,9,1,3,2,17,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_gen_keypair_base( mbedtls_ecp_group *grp, const mbedtls_ecp_point *G, mbedtls_mpi *d, mbedtls_ecp_point *Q, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",72,44,26,10,8,3,20,173,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_gen_keypair( mbedtls_ecp_group *grp, mbedtls_mpi *d, mbedtls_ecp_point *Q, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_gen_key( mbedtls_ecp_group_id grp_id, mbedtls_ecp_keypair *key, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",7,5,4,3,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,"mbedtls_ecp_check_pub_priv( const mbedtls_ecp_keypair *pub, const mbedtls_ecp_keypair *prv )",36,27,16,4,7,0,2,12,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp.c,mbedtls_ecp_self_test( int verbose ),121,95,64,13,22,6,4,51,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp_curves.c,"ecp_mpi_load( mbedtls_mpi *X, const mbedtls_mpi_uint *p, size_t len )",4,4,4,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp_curves.c,ecp_mpi_set1( mbedtls_mpi *X ),5,5,6,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp_curves.c,"ecp_group_load( mbedtls_ecp_group *grp, const mbedtls_mpi_uint *p, size_t plen, const mbedtls_mpi_uint *a, size_t alen, const mbedtls_mpi_uint *b, size_t blen, const mbedtls_mpi_uint *gx, size_t gxlen, const mbedtls_mpi_uint *gy, size_t gylen, const mbedtls_mpi_uint *n, size_t nlen)",17,13,12,2,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp_curves.c,ecp_use_curve25519( mbedtls_ecp_group *grp ),26,15,13,2,6,0,5,44,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp_curves.c,"mbedtls_ecp_group_load( mbedtls_ecp_group *grp, mbedtls_ecp_group_id id )",80,66,27,14,14,12,0,24,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp_curves.c,"add64( mbedtls_mpi_uint *dst, mbedtls_mpi_uint *src, mbedtls_mpi_uint *carry )",9,9,7,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp_curves.c,"carry64( mbedtls_mpi_uint *dst, mbedtls_mpi_uint *carry )",7,7,5,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ecp_curves.c,ecp_mod_p192( mbedtls_mpi *N ),17,12,11,1,4,3,1,29,
